Diff 1,Diff 2,Mean Difference,T-Statistic,p-value,Reaction Preference,adj p-value,Significance
Fuc(a1-2),Fuc(a1-3),1.275,1.9957842244968222,0.24355641423687663,reverse,0.3307451719579072,n.s.
Fuc(a1-3),Neu5Ac(a2-3),-1.1260000000000001,-1.2673062517024725,0.2645961375663258,forward,0.3307451719579072,n.s.
GalNAc(b1-4),Neu5Ac(a2-8),-0.02625000000000005,-0.21831265967089902,0.8281740587285915,forward,0.8281740587285915,n.s.
Neu5Ac(a2-3),Neu5Ac(a2-3/8),4.799835847347826,2.4891726958778713,0.015287797735057,reverse,0.076438988675285,n.s.
Neu5Ac(a2-3),Neu5Ac(a2-8),5.008111111111114,2.0727094201450376,0.043103608237649436,reverse,0.10775902059412358,n.s.
