Diff 1,Diff 2,Mean Difference,T-Statistic,p-value,Reaction Preference,adj p-value,Significance
Man(a1-3),Neu5Gc(a2-6),0.09952234462727273,17.700169696505355,7.750502019760412e-34,reverse,1.236850947320099e-32,***
Man(a1-3/6),Man(a1-3/6),-3.543275048857142,-3.0176427878045153,0.0231023470726845,forward,0.03897884990677605,*
Man(a1-3/6),Man(a1-6),-0.23996067052417963,-7.318173860950851,4.488072175732732e-13,forward,2.64451022047021e-12,***
Man(a1-3/6),Neu5Ac(a2-3/6),-0.36689359621386136,-15.729131457973462,3.0963890299153973e-47,forward,7.906113323050648e-46,***
Man(a1-3/6),Neu5Ac(a2-6),0.5861688302435899,3.6557586559417414,0.00039466679907429816,reverse,0.0009273459143893018,***
Man(a1-3/6),Neu5Ac(a2-8),0.8308183196333333,3.7857014045817885,0.0003610988233696211,reverse,0.0008590114866494713,***
Man(a1-3/6),Neu5Gc(a2-3),0.27146597480909096,51.83431474318702,6.297586643939717e-125,reverse,6.029939211572279e-123,***
Man(a1-3/6),Neu5Gc(a2-6),0.27146597480909096,51.83431474318702,6.297586643939717e-125,reverse,6.029939211572279e-123,***
Man(a1-6),Man(a1-6),-0.4327236157454546,-15.231771737805719,3.3872716324778062e-21,forward,3.7066429578257135e-20,***
Man(a1-6),Neu5Ac(a2-3),23.0,7.334617247647729,0.005236166808299,reverse,0.010499748102505325,*
Man(a1-6),Neu5Ac(a2-3/6),0.0236953780538922,1.5575096457415791,0.11983369476432565,reverse,0.1610396669990762,n.s.
Man(a1-6),Neu5Ac(a2-6),1.5178144678125003,0.48459850491384054,0.6333596317080381,reverse,0.6645938053265167,n.s.
Man(a1-6),Neu5Gc(a2-3),0.38618608454545456,22.12579096901857,4.099785516432855e-42,reverse,8.723432515521019e-41,***
Man(a1-6),Neu5Gc(a2-6),0.38618608454545456,22.12579096901857,4.099785516432855e-42,reverse,8.723432515521019e-41,***
Man(a1-6),OS,0.7376160896666667,5.372979523166006,0.0030074295799137145,reverse,0.006260030049494308,**
Neu5Ac(a2-3),Neu5Ac(a2-3),0.3098583510823181,0.7910199471144451,0.42911168719262516,reverse,0.47499935316409087,n.s.
Neu5Ac(a2-3),Neu5Ac(a2-3/6),0.5302035458766405,9.66601131840578,1.1994464927467592e-20,reverse,1.1204585529805094e-19,***
Neu5Ac(a2-3),Neu5Ac(a2-3/8),-23.320267610499993,-5.133146000423886,0.0005716338572568764,forward,0.0013188901646348412,**
Neu5Ac(a2-3),Neu5Ac(a2-6),1.0296903720490604,5.179134181226155,2.3620971340768385e-07,reverse,8.299845893132379e-07,***
Neu5Ac(a2-3),Neu5Ac(a2-8),3.826802828741935,3.8164172056721166,0.0001873121549765228,reverse,0.0004719773378684752,***
Neu5Ac(a2-3),Neu5Gc(a2-3),0.22756401839999998,14.875924443520267,9.537396669081296e-21,reverse,9.612691905942465e-20,***
Neu5Ac(a2-3),Neu5Gc(a2-3/6),0.21217018850000002,10.084086377523226,0.00016421679174629606,reverse,0.0004165233856876251,***
Neu5Ac(a2-3),Neu5Gc(a2-6),0.11062466606329113,0.986547782252433,0.32567140798261984,reverse,0.3779762098707376,n.s.
Neu5Ac(a2-3),OS,-0.07227026766666661,-0.45677378941512203,0.6491023521141253,forward,0.6774010922607901,n.s.
Neu5Ac(a2-3/6),Neu5Ac(a2-3/6),0.09432778071895442,0.5041433486814272,0.6144431621497759,reverse,0.646515744789462,n.s.
Neu5Ac(a2-3/6),Neu5Ac(a2-6),-1.6069922197149875,-13.409422314062898,5.461313950748852e-35,forward,9.960396395889573e-34,***
Neu5Ac(a2-3/6),Neu5Ac(a2-8),2.1082058046666665,15.822099199727942,6.49090460732595e-09,reverse,2.731886224841581e-08,***
Neu5Ac(a2-3/6),Neu5Gc(a2-3),1.54688726595,2.66103268618764,0.011251959034857803,reverse,0.020424172086969377,*
Neu5Ac(a2-3/6),Neu5Gc(a2-6),1.54688726595,2.66103268618764,0.011251959034857803,reverse,0.020424172086969377,*
Neu5Ac(a2-3/6),OS,-0.09556033367857153,-0.25489963474198263,0.7996011260197277,forward,0.8144873171956268,n.s.
Neu5Ac(a2-6),Neu5Ac(a2-6),-0.5614172849143781,-1.7587623114946322,0.07889543634583505,forward,0.10953570934080488,n.s.
Neu5Ac(a2-6),Neu5Ac(a2-8),5.6992313605263165,2.4585340394751554,0.02431082273879598,reverse,0.04048280482156026,*
Neu5Ac(a2-6),Neu5Gc(a2-3),0.663944337072727,14.81672143033171,1.1346772995575279e-20,reverse,1.086453514326333e-19,***
Neu5Ac(a2-6),Neu5Gc(a2-6),0.663944337072727,14.81672143033171,1.1346772995575279e-20,reverse,1.086453514326333e-19,***
Neu5Ac(a2-6),OS,5.340968558280374,8.561133144738033,9.061984268217163e-14,reverse,5.984034439184782e-13,***
Neu5Gc(a2-3),Neu5Gc(a2-6),-0.26018951863636364,-0.7449225062211277,0.45790724477618205,forward,0.49965377421446644,n.s.
