glycan,concentration,unit,ID,species,day,ref
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog14_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog14_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog14_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog14_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog14_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog14_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog14_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog15_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog16_d30_wrigglesworth2020,Canis_familiaris,30,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog17_d30_wrigglesworth2020,Canis_familiaris,30,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog18_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog18_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog19_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog19_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog19_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog19_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog19_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog19_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog19_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog20_d45_wrigglesworth2020,Canis_familiaris,45,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog21_d45_wrigglesworth2020,Canis_familiaris,45,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog22_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog23_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog24_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog25_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog26_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog27_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.237334408,relative_percent,dog1_d2_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog1_d4_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.129013732,relative_percent,dog1_d6_wrigglesworth2020,Canis_familiaris,6,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.397375594,relative_percent,dog1_d8_wrigglesworth2020,Canis_familiaris,8,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.028380693,relative_percent,dog1_d10_wrigglesworth2020,Canis_familiaris,10,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.055386526,relative_percent,dog1_d12_wrigglesworth2020,Canis_familiaris,12,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.076044661,relative_percent,dog1_d17_wrigglesworth2020,Canis_familiaris,17,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.070169344,relative_percent,dog1_d24_wrigglesworth2020,Canis_familiaris,24,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog1_d31_wrigglesworth2020,Canis_familiaris,31,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,relative_percent,dog1_d38_wrigglesworth2020,Canis_familiaris,38,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.093505955,relative_percent,dog2_d2_wrigglesworth2020,Canis_familiaris,2,https://pubmed.ncbi.nlm.nih.gov/33270789/
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.383363181,relative_percent,dog2_d4_wrigglesworth2020,Canis_familiaris,4,https://pubmed.ncbi.nlm.nih.gov/33270789/
