glycan,concentration,unit,ID,species,day,ref
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,7.555555556,relative_arbitrary,panda2_d2_griffiths2015,Ailuropoda_melanoleuca,2,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,8.888888889,relative_arbitrary,panda2_d10_griffiths2015,Ailuropoda_melanoleuca,10,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,8.222222222,relative_arbitrary,panda2_d11_griffiths2015,Ailuropoda_melanoleuca,11,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,12.22222222,relative_arbitrary,panda2_d12_griffiths2015,Ailuropoda_melanoleuca,12,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,12,relative_arbitrary,panda2_d13_griffiths2015,Ailuropoda_melanoleuca,13,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,10.22222222,relative_arbitrary,panda2_d16_griffiths2015,Ailuropoda_melanoleuca,16,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,16.66666667,relative_arbitrary,panda2_d20_griffiths2015,Ailuropoda_melanoleuca,20,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,31.11111111,relative_arbitrary,panda2_d31_griffiths2015,Ailuropoda_melanoleuca,31,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,52,relative_arbitrary,panda2_d30_griffiths2015,Ailuropoda_melanoleuca,30,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,47.55555556,relative_arbitrary,panda2_d36_griffiths2015,Ailuropoda_melanoleuca,36,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,81.33333333,relative_arbitrary,panda2_d34_griffiths2015,Ailuropoda_melanoleuca,34,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,89.33333333,relative_arbitrary,panda2_d35_griffiths2015,Ailuropoda_melanoleuca,35,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,84.88888889,relative_arbitrary,panda2_d37_griffiths2015,Ailuropoda_melanoleuca,37,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,86.66666667,relative_arbitrary,panda2_d38_griffiths2015,Ailuropoda_melanoleuca,38,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,68.88888889,relative_arbitrary,panda2_d48_griffiths2015,Ailuropoda_melanoleuca,48,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,96,relative_arbitrary,panda2_d47_griffiths2015,Ailuropoda_melanoleuca,47,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,98,relative_arbitrary,panda2_d56_griffiths2015,Ailuropoda_melanoleuca,56,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,8.888888889,relative_arbitrary,panda3_d1_griffiths2015,Ailuropoda_melanoleuca,1,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,4,relative_arbitrary,panda3_d2_griffiths2015,Ailuropoda_melanoleuca,2,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,7.555555556,relative_arbitrary,panda3_d3_griffiths2015,Ailuropoda_melanoleuca,3,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,8.444444444,relative_arbitrary,panda3_d4_griffiths2015,Ailuropoda_melanoleuca,4,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,6.666666667,relative_arbitrary,panda3_d7_griffiths2015,Ailuropoda_melanoleuca,7,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,2,relative_arbitrary,panda3_d10_griffiths2015,Ailuropoda_melanoleuca,10,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,1.333333333,relative_arbitrary,panda3_d11_griffiths2015,Ailuropoda_melanoleuca,11,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,3.555555556,relative_arbitrary,panda3_d14_griffiths2015,Ailuropoda_melanoleuca,14,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,6.666666667,relative_arbitrary,panda3_d15_griffiths2015,Ailuropoda_melanoleuca,15,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,5.555555556,relative_arbitrary,panda3_d16_griffiths2015,Ailuropoda_melanoleuca,16,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,5.555555556,relative_arbitrary,panda3_d19_griffiths2015,Ailuropoda_melanoleuca,19,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,11.33333333,relative_arbitrary,panda3_d22_griffiths2015,Ailuropoda_melanoleuca,22,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,9.777777778,relative_arbitrary,panda3_d23_griffiths2015,Ailuropoda_melanoleuca,23,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,11.77777778,relative_arbitrary,panda3_d25_griffiths2015,Ailuropoda_melanoleuca,25,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,9.111111111,relative_arbitrary,panda3_d26_griffiths2015,Ailuropoda_melanoleuca,26,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,13.77777778,relative_arbitrary,panda3_d29_griffiths2015,Ailuropoda_melanoleuca,29,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,18.22222222,relative_arbitrary,panda3_d27_griffiths2015,Ailuropoda_melanoleuca,27,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,18,relative_arbitrary,panda3_d31_griffiths2015,Ailuropoda_melanoleuca,31,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,32.44444444,relative_arbitrary,panda3_d30_griffiths2015,Ailuropoda_melanoleuca,30,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,23.55555556,relative_arbitrary,panda3_d37_griffiths2015,Ailuropoda_melanoleuca,37,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,56.44444444,relative_arbitrary,panda3_d46_griffiths2015,Ailuropoda_melanoleuca,46,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.860215054,relative_arbitrary,panda1_d1_griffiths2015,Ailuropoda_melanoleuca,1,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda1_d2_griffiths2015,Ailuropoda_melanoleuca,2,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0,relative_arbitrary,panda1_d3_griffiths2015,Ailuropoda_melanoleuca,3,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0,relative_arbitrary,panda1_d4_griffiths2015,Ailuropoda_melanoleuca,4,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.860215054,relative_arbitrary,panda1_d5_griffiths2015,Ailuropoda_melanoleuca,5,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda1_d6_griffiths2015,Ailuropoda_melanoleuca,6,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda1_d7_griffiths2015,Ailuropoda_melanoleuca,7,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda1_d8_griffiths2015,Ailuropoda_melanoleuca,8,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda1_d9_griffiths2015,Ailuropoda_melanoleuca,9,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda1_d10_griffiths2015,Ailuropoda_melanoleuca,10,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda1_d11_griffiths2015,Ailuropoda_melanoleuca,11,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.075268817,relative_arbitrary,panda1_d13_griffiths2015,Ailuropoda_melanoleuca,13,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,2.150537634,relative_arbitrary,panda1_d14_griffiths2015,Ailuropoda_melanoleuca,14,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,2.580645161,relative_arbitrary,panda1_d15_griffiths2015,Ailuropoda_melanoleuca,15,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.290322581,relative_arbitrary,panda1_d16_griffiths2015,Ailuropoda_melanoleuca,16,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.860215054,relative_arbitrary,panda1_d18_griffiths2015,Ailuropoda_melanoleuca,18,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.720430108,relative_arbitrary,panda1_d19_griffiths2015,Ailuropoda_melanoleuca,19,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0,relative_arbitrary,panda2_d2_griffiths2015,Ailuropoda_melanoleuca,2,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0,relative_arbitrary,panda2_d10_griffiths2015,Ailuropoda_melanoleuca,10,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.860215054,relative_arbitrary,panda2_d11_griffiths2015,Ailuropoda_melanoleuca,11,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.64516129,relative_arbitrary,panda2_d12_griffiths2015,Ailuropoda_melanoleuca,12,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,2.365591398,relative_arbitrary,panda2_d13_griffiths2015,Ailuropoda_melanoleuca,13,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.720430108,relative_arbitrary,panda2_d16_griffiths2015,Ailuropoda_melanoleuca,16,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,14.62365591,relative_arbitrary,panda2_d20_griffiths2015,Ailuropoda_melanoleuca,20,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,33.97849462,relative_arbitrary,panda2_d31_griffiths2015,Ailuropoda_melanoleuca,31,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,87.31182796,relative_arbitrary,panda2_d30_griffiths2015,Ailuropoda_melanoleuca,30,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,78.27956989,relative_arbitrary,panda2_d34_griffiths2015,Ailuropoda_melanoleuca,34,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,82.58064516,relative_arbitrary,panda2_d35_griffiths2015,Ailuropoda_melanoleuca,35,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,86.23655914,relative_arbitrary,panda2_d38_griffiths2015,Ailuropoda_melanoleuca,38,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,92.90322581,relative_arbitrary,panda2_d37_griffiths2015,Ailuropoda_melanoleuca,37,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,47.74193548,relative_arbitrary,panda2_d36_griffiths2015,Ailuropoda_melanoleuca,36,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,63.65591398,relative_arbitrary,panda2_d48_griffiths2015,Ailuropoda_melanoleuca,48,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,78.49462366,relative_arbitrary,panda2_d47_griffiths2015,Ailuropoda_melanoleuca,47,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,86.02150538,relative_arbitrary,panda2_d56_griffiths2015,Ailuropoda_melanoleuca,56,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.215053763,relative_arbitrary,panda3_d1_griffiths2015,Ailuropoda_melanoleuca,1,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.215053763,relative_arbitrary,panda3_d2_griffiths2015,Ailuropoda_melanoleuca,2,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0,relative_arbitrary,panda3_d3_griffiths2015,Ailuropoda_melanoleuca,3,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda3_d4_griffiths2015,Ailuropoda_melanoleuca,4,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,0.430107527,relative_arbitrary,panda3_d7_griffiths2015,Ailuropoda_melanoleuca,7,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.720430108,relative_arbitrary,panda3_d10_griffiths2015,Ailuropoda_melanoleuca,10,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.720430108,relative_arbitrary,panda3_d11_griffiths2015,Ailuropoda_melanoleuca,11,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,2.795698925,relative_arbitrary,panda3_d14_griffiths2015,Ailuropoda_melanoleuca,14,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.720430108,relative_arbitrary,panda3_d15_griffiths2015,Ailuropoda_melanoleuca,15,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,1.720430108,relative_arbitrary,panda3_d16_griffiths2015,Ailuropoda_melanoleuca,16,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,3.870967742,relative_arbitrary,panda3_d19_griffiths2015,Ailuropoda_melanoleuca,19,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,2.365591398,relative_arbitrary,panda3_d22_griffiths2015,Ailuropoda_melanoleuca,22,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,15.91397849,relative_arbitrary,panda3_d23_griffiths2015,Ailuropoda_melanoleuca,23,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,11.61290323,relative_arbitrary,panda3_d25_griffiths2015,Ailuropoda_melanoleuca,25,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,19.13978495,relative_arbitrary,panda3_d26_griffiths2015,Ailuropoda_melanoleuca,26,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,28.8172043,relative_arbitrary,panda3_d29_griffiths2015,Ailuropoda_melanoleuca,29,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,31.82795699,relative_arbitrary,panda3_d31_griffiths2015,Ailuropoda_melanoleuca,31,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,38.70967742,relative_arbitrary,panda3_d27_griffiths2015,Ailuropoda_melanoleuca,27,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,59.35483871,relative_arbitrary,panda3_d30_griffiths2015,Ailuropoda_melanoleuca,30,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,65.59139785,relative_arbitrary,panda3_d37_griffiths2015,Ailuropoda_melanoleuca,37,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,86.02150538,relative_arbitrary,panda3_d46_griffiths2015,Ailuropoda_melanoleuca,46,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,0.705882353,relative_arbitrary,panda1_d1_griffiths2015,Ailuropoda_melanoleuca,1,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,0.235294118,relative_arbitrary,panda1_d2_griffiths2015,Ailuropoda_melanoleuca,2,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,0.705882353,relative_arbitrary,panda1_d3_griffiths2015,Ailuropoda_melanoleuca,3,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,2.117647059,relative_arbitrary,panda1_d4_griffiths2015,Ailuropoda_melanoleuca,4,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,1.411764706,relative_arbitrary,panda1_d5_griffiths2015,Ailuropoda_melanoleuca,5,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,7.529411765,relative_arbitrary,panda1_d6_griffiths2015,Ailuropoda_melanoleuca,6,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,7.529411765,relative_arbitrary,panda1_d7_griffiths2015,Ailuropoda_melanoleuca,7,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,13.41176471,relative_arbitrary,panda1_d8_griffiths2015,Ailuropoda_melanoleuca,8,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,18.58823529,relative_arbitrary,panda1_d9_griffiths2015,Ailuropoda_melanoleuca,9,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,34.58823529,relative_arbitrary,panda1_d10_griffiths2015,Ailuropoda_melanoleuca,10,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,37.41176471,relative_arbitrary,panda1_d11_griffiths2015,Ailuropoda_melanoleuca,11,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,38.82352941,relative_arbitrary,panda1_d12_griffiths2015,Ailuropoda_melanoleuca,12,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,58.11764706,relative_arbitrary,panda1_d13_griffiths2015,Ailuropoda_melanoleuca,13,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,76.94117647,relative_arbitrary,panda1_d15_griffiths2015,Ailuropoda_melanoleuca,15,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,79.29411765,relative_arbitrary,panda1_d14_griffiths2015,Ailuropoda_melanoleuca,14,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,89.88235294,relative_arbitrary,panda1_d16_griffiths2015,Ailuropoda_melanoleuca,16,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,97.88235294,relative_arbitrary,panda1_d17_griffiths2015,Ailuropoda_melanoleuca,17,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,2.823529412,relative_arbitrary,panda2_d2_griffiths2015,Ailuropoda_melanoleuca,2,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,44.47058824,relative_arbitrary,panda2_d10_griffiths2015,Ailuropoda_melanoleuca,10,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,47.76470588,relative_arbitrary,panda2_d11_griffiths2015,Ailuropoda_melanoleuca,11,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,59.05882353,relative_arbitrary,panda2_d12_griffiths2015,Ailuropoda_melanoleuca,12,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,58.82352941,relative_arbitrary,panda2_d13_griffiths2015,Ailuropoda_melanoleuca,13,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,60.23529412,relative_arbitrary,panda2_d16_griffiths2015,Ailuropoda_melanoleuca,16,https://royalsocietypublishing.org/doi/10.1098/rsos.150395
