glycan,concentration,unit,ID,species,day,ref,genetic,aggregator
LSTb,0.17,g/l,human1_d9_kunz1999,Homo_sapiens,9,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
DSLNT,0.17,g/l,human1_d9_kunz1999,Homo_sapiens,9,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
Lac,58.84,g/l,human1_d9_kunz1999,Homo_sapiens,9,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LNT,1.54,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LNFP-I,0,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LNFP-II,1.03,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
6SL,0.47,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
3SL,0.22,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LSTa,0.12,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LSTb,0.06,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
DSLNT,0.29,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
Lac,58.66,g/l,human1_d12_kunz1999,Homo_sapiens,12,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LNT,1.42,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LNFP-I,0,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LNFP-II,0.97,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
6SL,0.47,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
3SL,0.1,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LSTa,0.1,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
LSTb,0.16,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
DSLNT,0.19,g/l,human1_d19_kunz1999,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/10673912/,,
